-- Seed: -6244207999796636337 --
175453600 DAYS                  : 15159191040000s
15615370400 DAYS                : 1349168002560000s
187384444800 DAYS               : 16190016030720000s
7682762236800 DAYS              : 663790657259520000s
484014020918400 DAYS            : ERROR: 484014020918400 DAYS is too large to represent in SECONDS
3872112167347200 DAYS           : ERROR: 3872112167347200 DAYS is too large to represent in SECONDS
58081682510208000 DAYS          : ERROR: 58081682510208000 DAYS is too large to represent in SECONDS
696980190122496000 DAYS         : ERROR: 696980190122496000 DAYS is too large to represent in SECONDS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$4.SECONDS, true, true);
4 NANOSECONDS                   : 0s
248 NANOSECONDS                 : 0s
17112 NANOSECONDS               : 0s
479136 NANOSECONDS              : 0s
34018656 NANOSECONDS            : 0s
1020559680 NANOSECONDS          : 1s
80624214720 NANOSECONDS         : 80s
3628089662400 NANOSECONDS       : 3628s
72561793248000 NANOSECONDS      : 72561s
4208584008384000 NANOSECONDS    : 4208584s
357729640712640000 NANOSECONDS  : 357729640s
7154592814252800000 NANOSECONDS : 7154592814s
2 MICROSECONDS                  : 0s
178 MICROSECONDS                : 0s
13528 MICROSECONDS              : 0s
419368 MICROSECONDS             : 0s
16774720 MICROSECONDS           : 16s
738087680 MICROSECONDS          : 738s
27309244160 MICROSECONDS        : 27309s
1392771452160 MICROSECONDS      : 1392771s
116992801981440 MICROSECONDS    : 116992801s
11582287396162560 MICROSECONDS  : 11582287396s
776013255542891520 MICROSECONDS : 776013255542s
1552026511085783040 MICROSECONDS: 1552026511085s
3104053022171566080 MICROSECONDS: 3104053022171s
5 MILLISECONDS                  : 0s
275 MILLISECONDS                : 0s
24750 MILLISECONDS              : 24s
1707750 MILLISECONDS            : 1707s
145158750 MILLISECONDS          : 145158s
4354762500 MILLISECONDS         : 4354762s
156771450000 MILLISECONDS       : 156771450s
1724485950000 MILLISECONDS      : 1724485950s
143132333850000 MILLISECONDS    : 143132333850s
5868425687850000 MILLISECONDS   : 5868425687850s
522289886218650000 MILLISECONDS : 522289886218650s
1 SECONDS                       : 1s
78 SECONDS                      : 78s
390 SECONDS                     : 390s
5850 SECONDS                    : 5850s
175500 SECONDS                  : 175500s
5967000 SECONDS                 : 5967000s
501228000 SECONDS               : 501228000s
25061400000 SECONDS             : 25061400000s
1303192800000 SECONDS           : 1303192800000s
76888375200000 SECONDS          : 76888375200000s
461330251200000 SECONDS         : 461330251200000s
2767981507200000 SECONDS        : 2767981507200000s
182686779475200000 SECONDS      : 182686779475200000s
5 MINUTES                       : 300s
430 MINUTES                     : 25800s
9030 MINUTES                    : 541800s
695310 MINUTES                  : 41718600s
54234180 MINUTES                : 3254050800s
650810160 MINUTES               : 39048609600s
20175114960 MINUTES             : 1210506897600s
342976954320 MINUTES            : 20578617259200s
1028930862960 MINUTES           : 61735851777600s
32925787614720 MINUTES          : 1975547256883200s
3226727186242560 MINUTES        : 193603631174553600s
277498538016860160 MINUTES      : ERROR: 277498538016860160 MINUTES is too large to represent in SECONDS
277498538016860160 MINUTES      : ERROR: 277498538016860160 MINUTES is too large to represent in SECONDS
7492460526455224320 MINUTES     : ERROR: 7492460526455224320 MINUTES is too large to represent in SECONDS
7 HOURS                         : 25200s
490 HOURS                       : 1764000s
23030 HOURS                     : 82908000s
2118760 HOURS                   : 7627536000s
201282200 HOURS                 : 724615920000s
14089754000 HOURS               : 50723114400000s
1225808598000 HOURS             : 4412910952800000s
88258219056000 HOURS            : 317729588601600000s
3442070543184000 HOURS          : ERROR: 3442070543184000 HOURS is too large to represent in SECONDS
299460137257008000 HOURS        : ERROR: 299460137257008000 HOURS is too large to represent in SECONDS
2395681098056064000 HOURS       : ERROR: 2395681098056064000 HOURS is too large to represent in SECONDS
4 DAYS                          : 345600s
396 DAYS                        : 34214400s
19800 DAYS                      : 1710720000s
1544400 DAYS                    : 133436160000s
140540400 DAYS                  : 12142690560000s
421621200 DAYS                  : 36428071680000s
31621590000 DAYS                : 2732105376000000s
727296570000 DAYS               : 62838423648000000s
31273752510000 DAYS             : 2702052216864000000s
312737525100000 DAYS            : ERROR: 312737525100000 DAYS is too large to represent in SECONDS
14698663679700000 DAYS          : ERROR: 14698663679700000 DAYS is too large to represent in SECONDS
602645210867700000 DAYS         : ERROR: 602645210867700000 DAYS is too large to represent in SECONDS
4218516476073900000 DAYS        : ERROR: 4218516476073900000 DAYS is too large to represent in SECONDS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$5.MINUTES, java.util.concurrent.TimeUnit$7.DAYS, false, false);
3 NANOSECONDS                   : 0m
174 NANOSECONDS                 : 0m
12702 NANOSECONDS               : 0m
838332 NANOSECONDS              : 0m
69581556 NANOSECONDS            : 0m
1182886452 NANOSECONDS          : 0m
14194637424 NANOSECONDS         : 0m
298087385904 NANOSECONDS        : 4m
14308194523392 NANOSECONDS      : 3h:58m
972957227590656 NANOSECONDS     : 11d:06h:15m
4864786137953280 NANOSECONDS    : 56d:07h:19m
111890081172925440 NANOSECONDS  : 1295d:00h:34m
4811273490435793920 NANOSECONDS : 55686d:00h:51m
4 MICROSECONDS                  : 0m
148 MICROSECONDS                : 0m
1184 MICROSECONDS               : 0m
106560 MICROSECONDS             : 0m
9590400 MICROSECONDS            : 0m
891907200 MICROSECONDS          : 14m
67784947200 MICROSECONDS        : 18h:49m
4338236620800 MICROSECONDS      : 50d:05h:03m
216911831040000 MICROSECONDS    : 2510d:13h:17m
8676473241600000 MICROSECONDS   : 100422d:03h:27m
60735312691200000 MICROSECONDS  : 702955d:00h:11m
5041030953369600000 MICROSECONDS: 58345265d:15h:56m
4 MILLISECONDS                  : 0m
384 MILLISECONDS                : 0m
24960 MILLISECONDS              : 0m
823680 MILLISECONDS             : 13m
63423360 MILLISECONDS           : 17h:37m
5454408960 MILLISECONDS         : 63d:03h:06m
212721949440 MILLISECONDS       : 2462d:01h:25m
3403551191040 MILLISECONDS      : 39392d:22h:53m
333548016721920 MILLISECONDS    : 3860509d:10h:52m
15676756785930240 MILLISECONDS  : 181443944d:06h:45m
376242162862325760 MILLISECONDS : 4354654662d:18h:12m
2 SECONDS                       : 0m
172 SECONDS                     : 2m
13072 SECONDS                   : 3h:37m
823536 SECONDS                  : 9d:12h:45m
42823872 SECONDS                : 495d:15h:31m
2483784576 SECONDS              : 28747d:12h:09m
34772984064 SECONDS             : 402465d:02h:14m
2051606059776 SECONDS           : 23745440d:12h:09m
151818848423424 SECONDS         : 1757162597d:11h:50m
4250927755855872 SECONDS        : 49200552729d:19h:31m
102022266140540928 SECONDS      : 1180813265515d:12h:28m
8161781291243274240 SECONDS     : 94465061241241d:14h:24m
8 MINUTES                       : 8m
88 MINUTES                      : 1h:28m
1408 MINUTES                    : 23h:28m
78848 MINUTES                   : 54d:18h:08m
3075072 MINUTES                 : 2135d:11h:12m
252155904 MINUTES               : 175108d:06h:24m
16137977856 MINUTES             : 11206929d:01h:36m
1065106538496 MINUTES           : 739657318d:09h:36m
55385540001792 MINUTES          : 38462180556d:19h:12m
2935433620094976 MINUTES        : 2038495569510d:09h:36m
52837805161709568 MINUTES       : 36692920251187d:04h:48m
3962835387128217600 MINUTES     : 2751969018839040d
7 HOURS                         : 7h
28 HOURS                        : 1d:04h
2576 HOURS                      : 107d:08h
188048 HOURS                    : 7835d:08h
3008768 HOURS                   : 125365d:08h
81236736 HOURS                  : 3384864d
2762049024 HOURS                : 115085376d
63527127552 HOURS               : 2646963648d
6035077117440 HOURS             : 251461546560d
156912005053440 HOURS           : 6538000210560d
9414720303206400 HOURS          : 392280012633600d
508394896373145600 HOURS        : 21183120682214400d
1525184689119436800 HOURS       : 63549362046643200d
0 DAYS                          : 0m
25 DAYS                         : 25d
1150 DAYS                       : 1150d
54050 DAYS                      : 54050d
108100 DAYS                     : 108100d
5188800 DAYS                    : 5188800d
358027200 DAYS                  : 358027200d
31506393600 DAYS                : 31506393600d
189038361600 DAYS               : 189038361600d
1134230169600 DAYS              : 1134230169600d
73724961024000 DAYS             : 73724961024000d
5455647115776000 DAYS           : 5455647115776000d
534653417346048000 DAYS         : 534653417346048000d
1069306834692096000 DAYS        : 1069306834692096000d

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$5.MINUTES, java.util.concurrent.TimeUnit$7.DAYS, false, true);
2 NANOSECONDS                   : 0d:00h:00m
40 NANOSECONDS                  : 0d:00h:00m
480 NANOSECONDS                 : 0d:00h:00m
20640 NANOSECONDS               : 0d:00h:00m
1052640 NANOSECONDS             : 0d:00h:00m
67368960 NANOSECONDS            : 0d:00h:00m
2627389440 NANOSECONDS          : 0d:00h:00m
136624250880 NANOSECONDS        : 0d:00h:02m
9836946063360 NANOSECONDS       : 0d:02h:43m
659075386245120 NANOSECONDS     : 7d:15h:04m
60634935534551040 NANOSECONDS   : 701d:19h:02m
909524033018265600 NANOSECONDS  : 10526d:21h:33m
3 MICROSECONDS                  : 0d:00h:00m
288 MICROSECONDS                : 0d:00h:00m
1728 MICROSECONDS               : 0d:00h:00m
10368 MICROSECONDS              : 0d:00h:00m
466560 MICROSECONDS             : 0d:00h:00m
1399680 MICROSECONDS            : 0d:00h:00m
15396480 MICROSECONDS           : 0d:00h:00m
1524251520 MICROSECONDS         : 0d:00h:25m
60970060800 MICROSECONDS        : 0d:16h:56m
3719173708800 MICROSECONDS      : 43d:01h:06m
40910910796800 MICROSECONDS     : 473d:12h:08m
3150140131353600 MICROSECONDS   : 36459d:22h:55m
252011210508288000 MICROSECONDS : 2916796d:10h:01m
4 MILLISECONDS                  : 0d:00h:00m
72 MILLISECONDS                 : 0d:00h:00m
4680 MILLISECONDS               : 0d:00h:00m
121680 MILLISECONDS             : 0d:00h:02m
6449040 MILLISECONDS            : 0d:01h:47m
425636640 MILLISECONDS          : 4d:22h:13m
17451102240 MILLISECONDS        : 201d:23h:31m
296668738080 MILLISECONDS       : 3433d:15h:58m
3263356118880 MILLISECONDS      : 37770d:07h:48m
127270888636320 MILLISECONDS    : 1473042d:16h:37m
2036334218181120 MILLISECONDS   : 23568683d:01h:56m
126252721527229440 MILLISECONDS : 1461258351d:00h:13m
6817646962470389760 MILLISECONDS: 78907950954d:12h:26m
1 SECONDS                       : 0d:00h:00m
81 SECONDS                      : 0d:00h:01m
486 SECONDS                     : 0d:00h:08m
15552 SECONDS                   : 0d:04h:19m
373248 SECONDS                  : 4d:07h:40m
2239488 SECONDS                 : 25d:22h:04m
62705664 SECONDS                : 725d:18h:14m
3699634176 SECONDS              : 42819d:20h:09m
133186830336 SECONDS            : 1541514d:05h:45m
13052309372928 SECONDS          : 151068395d:12h:28m
548196993662976 SECONDS         : 6344872611d:20h:09m
42759365505712128 SECONDS       : 494900063723d:12h:28m
3549027336974106624 SECONDS     : 41076705289052d:03h:50m
8 MINUTES                       : 0d:00h:08m
128 MINUTES                     : 0d:02h:08m
10240 MINUTES                   : 7d:02h:40m
808960 MINUTES                  : 561d:18h:40m
1617920 MINUTES                 : 1123d:13h:20m
63098880 MINUTES                : 43818d:16h
1261977600 MINUTES              : 876373d:08h
49217126400 MINUTES             : 34178560d
4577192755200 MINUTES           : 3178606080d
105275433369600 MINUTES         : 73107939840d
3895191034675200 MINUTES        : 2704993774080d
237606653115187200 MINUTES      : 165004620218880d
237606653115187200 MINUTES      : 165004620218880d
4 HOURS                         : 0d:04h
28 HOURS                        : 1d:04h
1708 HOURS                      : 71d:04h
100772 HOURS                    : 4198d:20h
604632 HOURS                    : 25193d
10278744 HOURS                  : 428281d
483100968 HOURS                 : 20129207d
34300168728 HOURS               : 1429173697d
377301856008 HOURS              : 15720910667d
19996998368424 HOURS            : 833208265351d
259960978789512 HOURS           : 10831707449563d
21836722218319008 HOURS         : 909863425763292d
1157346277570907424 HOURS       : 48222761565454476d
5 DAYS                          : 5d
415 DAYS                        : 415d
8715 DAYS                       : 8715d
113295 DAYS                     : 113295d
2152605 DAYS                    : 2152605d
139919325 DAYS                  : 139919325d
8954836800 DAYS                 : 8954836800d
582064392000 DAYS               : 582064392000d
52967859672000 DAYS             : 52967859672000d
3495878738352000 DAYS           : 3495878738352000d
335604358881792000 DAYS         : 335604358881792000d
